Sample Name,Data File,Acquired,Location,Batch,Library,Barcode,Job Code,Sample ID,Project,User,Sample State,Sample Type,Description,Notebook,Raw File Name,Instrument,Processed,Container ID,Position,Submitter,Start Date,General Comments,Processing Comments,Overrides Comments,Flag Comments,Set,Subset,Group,Column,Row,Column Num,Row Num,Spare1,Spare2,Spare3,Spare4,Spare5,Product,Product/Standard,TWC_caffeine Rt(min),TWC_caffeine AreaAbs,TWC_caffeine BPM(+),TWC_Substance01 Rt(min),TWC_Substance01 AreaAbs,TWC_Substance01 BPM(+),TWC_o-toluic acid Rt(min),TWC_o-toluic acid AreaAbs,TWC_o-toluic acid BPM(+),TWC_Substance02 Rt(min),TWC_Substance02 AreaAbs,TWC_Substance02 BPM(+),TWC_Substance03 Rt(min),TWC_Substance03 AreaAbs,TWC_Substance03 BPM(+),TWC_Substance04 Rt(min),TWC_Substance04 AreaAbs,TWC_Substance04 BPM(+),TWC_Substance05 Rt(min),TWC_Substance05 AreaAbs,TWC_Substance05 BPM(+),TWC_Substance06 Rt(min),TWC_Substance06 AreaAbs,TWC_Substance06 BPM(+),TWC_Substance07 Rt(min),TWC_Substance07 AreaAbs,TWC_Substance07 BPM(+),UV280_caffeine Rt(min),UV280_caffeine AreaAbs,UV280_caffeine BPM(+),UV280_o-toluic acid Rt(min),UV280_o-toluic acid AreaAbs,UV280_o-toluic acid BPM(+),UV280_Substance03 Rt(min),UV280_Substance03 AreaAbs,UV280_Substance03 BPM(+),UV280_Substance06 Rt(min),UV280_Substance06 AreaAbs,UV280_Substance06 BPM(+),UV280_Substance07 Rt(min),UV280_Substance07 AreaAbs,UV280_Substance07 BPM(+),UV210_Substance05 Rt(min),UV210_Substance05 AreaAbs,UV210_Substance05 BPM(+),UV210_Substance06 Rt(min),UV210_Substance06 AreaAbs,UV210_Substance06 BPM(+),UV210_Substance07 Rt(min),UV210_Substance07 AreaAbs,UV210_Substance07 BPM(+),UV226_caffeine Rt(min),UV226_caffeine AreaAbs,UV226_caffeine BPM(+),UV226_Substance01 Rt(min),UV226_Substance01 AreaAbs,UV226_Substance01 BPM(+),UV226_o-toluic acid Rt(min),UV226_o-toluic acid AreaAbs,UV226_o-toluic acid BPM(+),UV226_Substance02 Rt(min),UV226_Substance02 AreaAbs,UV226_Substance02 BPM(+),UV226_Substance03 Rt(min),UV226_Substance03 AreaAbs,UV226_Substance03 BPM(+),UV226_Substance05 Rt(min),UV226_Substance05 AreaAbs,UV226_Substance05 BPM(+),UV226_Substance06 Rt(min),UV226_Substance06 AreaAbs,UV226_Substance06 BPM(+),UV226_Substance07 Rt(min),UV226_Substance07 AreaAbs,UV226_Substance07 BPM(+),BPI POSITIVE_caffeine Rt(min),BPI POSITIVE_caffeine AreaAbs,BPI POSITIVE_caffeine BPM(+),BPI POSITIVE_o-toluic acid Rt(min),BPI POSITIVE_o-toluic acid AreaAbs,BPI POSITIVE_o-toluic acid BPM(+),BPI POSITIVE_Substance03 Rt(min),BPI POSITIVE_Substance03 AreaAbs,BPI POSITIVE_Substance03 BPM(+),BPI POSITIVE_Substance05 Rt(min),BPI POSITIVE_Substance05 AreaAbs,BPI POSITIVE_Substance05 BPM(+),BPI POSITIVE_Substance06 Rt(min),BPI POSITIVE_Substance06 AreaAbs,BPI POSITIVE_Substance06 BPM(+),BPI POSITIVE_Substance07 Rt(min),BPI POSITIVE_Substance07 AreaAbs,BPI POSITIVE_Substance07 BPM(+),TWC_ester product Rt(min),TWC_ester product AreaAbs,TWC_ester product BPM(+),TWC_Substance08 Rt(min),TWC_Substance08 AreaAbs,TWC_Substance08 BPM(+),UV280_Substance02 Rt(min),UV280_Substance02 AreaAbs,UV280_Substance02 BPM(+),UV210_Substance04 Rt(min),UV210_Substance04 AreaAbs,UV210_Substance04 BPM(+),UV210_Substance08 Rt(min),UV210_Substance08 AreaAbs,UV210_Substance08 BPM(+),UV226_ester product Rt(min),UV226_ester product AreaAbs,UV226_ester product BPM(+),BPI POSITIVE_Substance01 Rt(min),BPI POSITIVE_Substance01 AreaAbs,BPI POSITIVE_Substance01 BPM(+),BPI POSITIVE_Substance02 Rt(min),BPI POSITIVE_Substance02 AreaAbs,BPI POSITIVE_Substance02 BPM(+),BPI POSITIVE_Substance04 Rt(min),BPI POSITIVE_Substance04 AreaAbs,BPI POSITIVE_Substance04 BPM(+),BPI POSITIVE_Substance08 Rt(min),BPI POSITIVE_Substance08 AreaAbs,BPI POSITIVE_Substance08 BPM(+),UV226_Substance04 Rt(min),UV226_Substance04 AreaAbs,UV226_Substance04 BPM(+),UV210_Substance03 Rt(min),UV210_Substance03 AreaAbs,UV210_Substance03 BPM(+),TWC_Substance09 Rt(min),TWC_Substance09 AreaAbs,TWC_Substance09 BPM(+),TWC_Substance10 Rt(min),TWC_Substance10 AreaAbs,TWC_Substance10 BPM(+),TWC_Substance11 Rt(min),TWC_Substance11 AreaAbs,TWC_Substance11 BPM(+),TWC_Substance12 Rt(min),TWC_Substance12 AreaAbs,TWC_Substance12 BPM(+),TWC_Substance13 Rt(min),TWC_Substance13 AreaAbs,TWC_Substance13 BPM(+),UV226_Substance12 Rt(min),UV226_Substance12 AreaAbs,UV226_Substance12 BPM(+),UV280_Substance01 Rt(min),UV280_Substance01 AreaAbs,UV280_Substance01 BPM(+),UV210_Substance01 Rt(min),UV210_Substance01 AreaAbs,UV210_Substance01 BPM(+),UV210_Substance02 Rt(min),UV210_Substance02 AreaAbs,UV210_Substance02 BPM(+),UV210_ester product Rt(min),UV210_ester product AreaAbs,UV210_ester product BPM(+),UV280_Substance05 Rt(min),UV280_Substance05 AreaAbs,UV280_Substance05 BPM(+),BPI POSITIVE_ester product Rt(min),BPI POSITIVE_ester product AreaAbs,BPI POSITIVE_ester product BPM(+),UV210_Substance09 Rt(min),UV210_Substance09 AreaAbs,UV210_Substance09 BPM(+),UV226_Substance08 Rt(min),UV226_Substance08 AreaAbs,UV226_Substance08 BPM(+),UV280_ester product Rt(min),UV280_ester product AreaAbs,UV280_ester product BPM(+),UV280_Substance04 Rt(min),UV280_Substance04 AreaAbs,UV280_Substance04 BPM(+),BPI POSITIVE_Substance09 Rt(min),BPI POSITIVE_Substance09 AreaAbs,BPI POSITIVE_Substance09 BPM(+),UV226_Substance09 Rt(min),UV226_Substance09 AreaAbs,UV226_Substance09 BPM(+),UV280_Substance08 Rt(min),UV280_Substance08 AreaAbs,UV280_Substance08 BPM(+),UV210_Substance10 Rt(min),UV210_Substance10 AreaAbs,UV210_Substance10 BPM(+),UV210_Substance11 Rt(min),UV210_Substance11 AreaAbs,UV210_Substance11 BPM(+),UV226_Substance10 Rt(min),UV226_Substance10 AreaAbs,UV226_Substance10 BPM(+),BPI POSITIVE_Substance11 Rt(min),BPI POSITIVE_Substance11 AreaAbs,BPI POSITIVE_Substance11 BPM(+),BPI POSITIVE_Substance10 Rt(min),BPI POSITIVE_Substance10 AreaAbs,BPI POSITIVE_Substance10 BPM(+),product/caffiene
B7,B7.raw,12/22/19 16:30,7:B,,,,YS01230,,,Yuning,Processed,Sample,B7,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\B7-12-22-19-163056.asa,ACQ-QDA#KAD3699,12/22/19 19:07,3,19,,1/1/0001,,,,,,,,7,B,7,2,,,,,,0,,0.442,361990.8857,195.1,0.916,652226.0298,201,0.76,374143.913,215.1,0.948,26945.15335,201,1.029,38924.85811,240.1,1.162,67465.34891,333.2,1.247,256355.4523,291.2,1.321,25081.08321,198.1,1.482,36228.73761,330.2,0.441,21777.14318,195.1,0.758,8673.41381,215.1,0,0,0,0,0,0,0,0,0,1.237,3028.05737,291.2,1.311,554.76824,198.1,1.476,381.51497,330.2,0.443,3766.13418,195.1,0.918,2175.2061,201,0.76,10106.49769,215.1,0,0,0,1.032,272.90494,240.1,1.247,1527.79894,291.2,0,0,0,1.485,250.36614,330.2,0.444,855488.768,195.1,0.765,266787.85,215.1,0,0,0,1.256,143222.0902,291.2,1.321,1052295.152,198.1,1.487,410676.5959,330.2,0,0,0,0,0,0,0,0,0,1.152,569.60042,333.2,0,0,0,0,0,0,0.917,2196945.069,201,0,0,0,1.16,368319.7584,333.2,0,0,0,1.163,388.30684,333.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.915,6068.37285,201,0,0,0,0,0,0,0,0,0,1.244,19784.97469,291.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7,C7.raw,12/22/19 16:33,7:C,,,,YS01230,,,Yuning,Processed,Sample,C7,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\C7-12-22-19-163343.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,31,,1/1/0001,,,,,,,,7,C,7,3,,,,,,0,,0.442,348468.5025,195.1,0.826,82598.55504,305.2,0.759,304928.2464,319.2,0.916,1161300.722,201,0.976,65857.18658,395.3,1.029,70411.49327,395.3,1.078,84786.90275,201,1.246,141335.4741,213.1,1.358,58646.60662,291.2,0.44,21041.99569,195.1,0.757,6166.27158,319.2,0,0,0,1.243,10696.3211,213.1,0,0,0,1.069,1899.89561,201,1.236,1534.96843,213.1,1.348,424.34933,291.2,0.443,3634.69931,195.1,0.826,2086.41379,305.2,0.76,8774.5603,319.2,0.917,3904.89817,201,0.977,1261.54449,395.3,1.079,517.21909,201,1.247,598.96094,213.1,1.358,266.46252,291.2,0.442,765157.7484,195.1,0,0,0,0.975,1468600.461,395.3,1.077,474893.5439,201,0,0,0,1.356,857254.9663,291.2,0,0,0,1.431,26476.11522,319.2,0.914,10783.28621,201,1.019,147.93959,395.3,1.422,555.00744,319.2,0,0,0,0.825,2214042.469,305.2,0.917,2600288.531,201,0,0,0,1.429,288634.3418,319.2,1.03,233.39534,395.3,0,0,0,1.48,27935.45405,226.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.076,3654.86626,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.482,287.33287,226.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D7,D7.raw,12/22/19 16:36,7:D,,,,YS01230,,,Yuning,Processed,Sample,D7,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\D7-12-22-19-163629.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,43,,1/1/0001,,,,,,,,7,D,7,4,,,,,,0,,0.443,348501.4155,195,0.389,181718.3926,181,0.76,296118.5218,271.1,0.743,26101.35892,271.1,0.918,1360703.201,201.1,1.031,93606.97312,491.3,1.248,118272.4938,291.1,1.359,40513.59916,291.1,1.434,38583.72157,201.1,0.442,20182.21803,195,0.759,6420.24271,271.1,0.916,12620.14055,201.1,0,0,0,0,0,0,1.239,1246.49694,291.1,0,0,0,1.426,1264.19649,201.1,0.444,6594.81658,195,0.39,3756.27156,181,0.762,8969.34815,271.1,0,0,0,0.918,4646.43702,201.1,1.249,514.93749,291.1,0,0,0,0,0,0,0.444,622631.097,195,0,0,0,0.917,2809297.785,201.1,1.254,183217.4173,291.1,1.358,699515.66,291.1,0,0,0,0,0,0,0,0,0,0,0,0,1.022,235.83213,491.3,0,0,0,0,0,0,0.381,814357.7563,181,0.746,404079.7913,271.1,0,0,0,0,0,0,1.033,387.77991,491.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385,7782.24738,181,0,0,0,0,0,0,0,0,0,1.246,8058.53003,291.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E7,E7.raw,12/22/19 16:39,7:E,,,,YS01230,,,Yuning,Processed,Sample,E7,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\E7-12-22-19-163916.asa,ACQ-QDA#KAD3699,12/22/19 19:07,3,55,,1/1/0001,,,,,,,,7,E,7,5,,,,,,0,,0.443,323399.9832,195,0.284,18510.01549,165.1,0.76,232936.2046,319.2,0.916,565001.949,201,0.948,21151.45549,201,1.029,48453.10905,596.4,1.248,64639.28099,291.1,1.321,88967.23501,198.1,1.357,220265.7536,291.1,0.44,19437.00129,195,0.757,4643.94155,319.2,0,0,0,0,0,0,1.356,5282.86192,291.1,1.237,612.04173,291.1,1.311,2279.72889,198.1,1.349,1493.37969,291.1,0.443,3316.25065,195,0.306,1329.34832,165.1,0.76,6854.41827,319.2,0.918,1934.78283,201,0,0,0,1.263,441.55304,291.1,1.321,1003.24232,198.1,1.358,995.82592,291.1,0.442,822346.9145,195,0,0,0,0,0,0,1.254,103883.0629,291.1,1.319,736491.8062,198.1,1.356,1755007.105,291.1,0,0,0,1.43,24870.61186,291.1,0.915,5440.08932,201,1.019,100.82972,596.4,1.421,992.63617,291.1,0,0,0,0,0,0,0.917,1985858.456,201,1.025,195071.1849,596.4,0,0,0,1.03,266.12422,596.4,0,0,0,1.483,23805.77476,211.1,1.562,36086.32256,381.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.244,4271.22158,291.1,0,0,0,1.473,105.20322,211.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.553,328.68021,381.3,0,0,0,1.563,263.99879,381.3,0,0,0,1.56,503761.6392,381.3,0
F7,F7.raw,12/22/19 16:42,7:F,,,,YS01230,,,Yuning,Processed,Sample,F7,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\F7-12-22-19-164202.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,67,,1/1/0001,,,,,,,,7,F,7,6,,,,,,0,,0.443,320580.4412,195,0.497,42153.67361,226,0.761,283932.173,319.2,0.879,27833.14087,401.3,0.917,1318015.918,201,0.949,32148.11052,201,1.031,105070.2055,491.3,1.249,93953.54505,213.1,1.359,128400.7388,291.1,0.442,19496.21088,195,0.758,5675.63454,319.2,0.916,12292.28268,201,1.245,6604.31759,213.1,1.357,3140.30385,291.1,1.021,225.78973,491.3,1.238,1271.54234,213.1,1.35,1219.41328,291.1,0.444,3289.13104,195,0.497,748.65844,226,0.761,8090.72999,319.2,0.88,460.75154,401.3,0.918,4597.62718,201,1.032,567.25371,491.3,1.248,876.55669,213.1,1.359,1009.52892,291.1,0.444,772853.8483,195,0.767,224782.6604,319.2,0.919,2807589.289,201,1.023,189759.8592,491.3,1.231,78351.20055,213.1,1.358,1475414.316,291.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G7,G7.raw,12/22/19 16:44,7:G,,,,YS01230,,,Yuning,Processed,Sample,G7,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\G7-12-22-19-164448.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,79,,1/1/0001,,,,,,,,7,G,7,7,,,,,,0,,0.442,354215.272,195.1,0.877,32536.45327,359.3,0.759,300791.6098,319.2,0.916,1523805.252,201.1,1,185907.3661,269.2,1.027,115230.6792,269.2,1.246,112655.0946,269.2,1.357,102478.6828,291.2,0,0,0,0.439,21365.41984,195.1,0.757,5925.53851,319.2,0.997,6656.90831,269.2,0,0,0,0,0,0,1.236,1326.04639,269.2,1.348,1008.88142,291.2,0,0,0,0.442,3664.81641,195.1,0,0,0,0.759,8788.03457,319.2,0.917,5122.6881,201.1,1,3330.5149,269.2,1.247,904.64104,269.2,1.358,770.74434,291.2,0,0,0,0.442,832842.1313,195.1,0,0,0,0.998,2971588.937,269.2,0,0,0,1.356,848571.8933,291.2,0,0,0,0,0,0,0,0,0,0.914,14128.77545,201.1,0,0,0,0,0,0,0,0,0,0.877,154279.7663,359.3,0.915,2809595.065,201.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.243,8214.25978,269.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H7,H7.raw,12/22/19 16:47,7:H,,,,YS01230,,,Yuning,Processed,Sample,H7,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\H7-12-22-19-164734.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,91,,1/1/0001,,,,,,,,7,H,7,8,,,,,,0,,0.442,257737.034,195,0.878,45564.96801,401.3,0.76,257507.0296,319.2,0.917,1050368.103,201.1,0.947,23910.97372,201.1,1.026,107209.5126,491.2,1.246,97281.69286,213.1,1.357,135226.4147,291.2,1.482,22666.51311,211.1,0.44,15451.44388,195,0.757,5137.12122,319.2,0,0,0,1.356,3219.46405,291.2,0,0,0,1.237,1172.58797,213.1,1.349,1410.22881,291.2,1.473,115.1406,211.1,0.443,2585.94847,195,0,0,0,0.76,7501.89022,319.2,0.917,3644.6923,201.1,0,0,0,1.247,624.64748,213.1,1.358,851.20155,291.2,0,0,0,0.442,643361.3384,195,0.765,137876.034,319.2,0,0,0,1.227,90082.91148,213.1,1.356,1549054.597,291.2,0,0,0,0,0,0,0,0,0,0.914,9847.58305,201.1,0,0,0,0,0,0,0,0,0,0.877,296376.6528,401.3,0.915,2607651.429,201.1,1.021,428580.5585,491.2,0,0,0,1.025,623.32117,491.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.244,6855.23949,213.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8,A8.raw,12/22/19 16:50,8:A,,,,YS01230,,,Yuning,Processed,Sample,A8,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\A8-12-22-19-165020.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,8,,1/1/0001,,,,,,,,8,A,8,1,,,,,,10739.1041,,0.442,344027.3398,195,0.846,76022.59235,353.2,0.759,241641.5408,367.1,0.964,132401.9138,279,1.43,47744.14917,228.2,1.482,14222.94111,211.1,0,0,0,0,0,0,0,0,0,0.44,20687.0193,195,0.757,4847.703,367.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443,3613.31885,195,0.848,1855.47038,353.2,0.76,7228.35813,367.1,0.965,5330.96518,279,1.431,262.0938,228.2,0,0,0,0,0,0,0,0,0,0.442,842852.0229,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,10739.10406,198.1,0,0,0,0,0,0,0,0,0,0,0,0,1.341,200.86373,198.1,0.846,1123161.889,353.2,0.962,1119808.381,279,0,0,0,0,0,0,0,0,0,1.421,1875.29765,228.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.331,514.04904,198.1,0,0,0,1.321,480895.716,198.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031215845
B8,B8.raw,12/22/19 16:53,8:B,,,,YS01230,,,Yuning,Processed,Sample,B8,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\B8-12-22-19-165307.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,20,,1/1/0001,,,,,,,,8,B,8,2,,,,,,0,,0.442,367794.8229,195,0.296,22811.6589,167,0.759,210281.8153,277.1,0.519,10509.42959,262,0.838,30767.1766,327.2,1.007,14774.71076,240.1,1.32,32851.14599,198.1,1.371,16769.61763,198.1,1.43,29557.93427,330.2,0.44,22175.5638,195,0.757,4316.37236,277.1,0,0,0,0,0,0,0,0,0,1.311,702.45838,198.1,1.362,143.84075,198.1,1.421,1204.13626,330.2,0.443,3856.76231,195,0.304,1977.61132,167,0.759,6373.7125,277.1,0.52,215.44108,262,0.838,317.34872,327.2,0,0,0,1.341,173.74311,198.1,1.431,153.31903,330.2,0.442,897968.3295,195,0,0,0,0.837,484735.2464,327.2,1.319,1125809.753,198.1,0,0,0,0,0,0,0,0,0,1.483,28340.90018,330.2,0,0,0,0,0,0,1.476,281.88477,330.2,0,0,0,0,0,0,0.519,124741.0717,262,1.006,595113.7609,240.1,1.485,314913.1201,330.2,1.009,201.02042,240.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.486,169.42273,330.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8,C8.raw,12/22/19 16:55,8:C,,,,YS01230,,,Yuning,Processed,Sample,C8,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\C8-12-22-19-165553.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,32,,1/1/0001,,,,,,,,8,C,8,3,,,,,,0,,0.443,310062.9002,195,0.833,33163.66971,305.2,0.759,136442.6873,265.1,0.978,45624.30114,395.3,1.248,36923.37051,671.3,1.43,18130.60024,293.2,1.479,12404.33737,226.1,0,0,0,0,0,0,0.44,18620.8088,195,0,0,0,0,0,0,0,0,0,0,0,0,1.466,260.87915,226.1,0,0,0,0,0,0,0.443,3240.49433,195,0.833,591.9215,305.2,0.76,4393.50266,265.1,0.978,857.2157,395.3,1.248,778.34557,671.3,1.479,131.84923,226.1,0,0,0,0,0,0,0.442,820286.6339,195,0,0,0,1.246,650595.583,671.3,1.462,441021.6313,226.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.421,538.85307,293.2,0,0,0,0,0,0,0.829,914255.2104,305.2,0.977,740550.4277,395.3,0,0,0,0,0,0,1.431,120.64353,293.2,1.239,1685.28089,671.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D8,D8.raw,12/22/19 16:58,8:D,,,,YS01230,,,Yuning,Processed,Sample,D8,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\D8-12-22-19-165840.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,44,,1/1/0001,,,,,,,,8,D,8,4,,,,,,23810.4943,,0.444,358922.4707,195,0.39,89304.02495,181,0.761,310883.3635,271.1,0.746,64421.67008,271.1,0.837,77549.18824,327.2,0.995,12611.8398,361.2,1.049,18980.03924,471.2,1.434,41260.34301,361.2,1.482,24379.37588,211.1,0.442,21180.44094,195,0,0,0,0,0,0,0,0,0,0,0,0,1.069,632.57073,471.2,1.424,1466.96021,361.2,1.473,100.50787,211.1,0.444,5438.49766,195,0.39,2343.65134,181,0.762,9143.38286,271.1,0,0,0,0.838,852.23108,327.2,1.05,300.56948,471.2,1.434,155.97136,361.2,0,0,0,0.446,756456.0287,195,0,0,0,0.837,1031640.269,327.2,1.044,155642.1891,471.2,0,0,0,1.483,74813.03113,211.1,1.341,23810.49425,198.1,0,0,0,0.758,9738.22045,271.1,0,0,0,0,0,0,1.343,433.50749,198.1,0.39,757332.0354,181,0.746,1101294.013,271.1,0.996,80530.43918,361.2,0,0,0,0.998,141.24574,361.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387,3648.17764,181,0,0,0,0,0,0,1.333,731.79021,198.1,0,0,0,1.323,241743.7244,198.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066338823
E8,E8.raw,12/22/19 17:01,8:E,,,,YS01230,,,Yuning,Processed,Sample,E8,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\E8-12-22-19-170126.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,56,,1/1/0001,,,,,,,,8,E,8,5,,,,,,46650.5781,,0.443,344624.5428,195,0.693,72308.85579,150.3,0.76,207575.3635,265.1,0.837,65130.55086,327.2,1.03,11600.50238,544.4,1.043,16433.88621,544.4,1.113,59256.87911,436.4,1.229,17929.65322,213.1,1.431,128426.3252,228.2,0.441,20740.76426,195,0.758,4206.7411,265.1,0,0,0,0,0,0,0,0,0,1.103,2000.36335,436.4,1.221,252.46855,213.1,1.421,4909.03865,228.2,0.443,3585.14898,195,0.694,1014.87741,150.3,0.761,6249.32171,265.1,0.838,577.02632,327.2,1.033,416.84694,544.4,1.113,1570.87539,436.4,1.231,223.30608,213.1,1.431,744.84918,228.2,0.444,825678.3698,195,0,0,0,1.031,519082.4814,544.4,0,0,0,1.229,305123.3373,213.1,0,0,0,1.341,46650.57806,573.4,1.483,36423.48304,211.1,0,0,0,0,0,0,0,0,0,1.342,957.62171,573.4,0.694,218056.5935,150.3,0.837,843462.5476,327.2,0,0,0,1.483,91541.68253,211.1,0,0,0,1.037,224.58675,544.4,1.646,18664.39649,282.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.331,1196.01834,573.4,0,0,0,1.335,71341.81358,573.4,1.635,240.71109,282.2,1.484,151.96492,211.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135366384
F8,F8.raw,12/22/19 17:04,8:F,,,,YS01230,,,Yuning,Processed,Sample,F8,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\F8-12-22-19-170412.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,68,,1/1/0001,,,,,,,,8,F,8,6,,,,,,13783.1812,,0.441,370984.659,195,0.497,11571.8867,195,0.759,221504.4003,371.2,0.836,130982.2337,327.2,0.876,31534.83085,316.2,0.891,10237.74031,461.2,1.026,13355.27086,461.2,1.043,20357.20413,417.3,1.319,12646.57226,198.1,0.44,22533.88568,195,0.757,4447.69754,371.2,0,0,0,0,0,0,0,0,0,1.034,318.15249,461.2,1.066,691.27142,417.3,1.33,607.76468,198.1,0.443,3877.14556,195,0.498,217.26434,195,0.759,6657.93988,371.2,0.835,1347.69209,327.2,0.878,975.24518,316.2,0,0,0,1.043,380.53111,417.3,0,0,0,0.442,904849.2814,195,0,0,0,0,0,0,1.042,368493.498,461.2,0,0,0,1.319,724961.9984,198.1,1.339,13783.1812,198.1,1.43,36470.84373,326.2,0.832,4010.86423,327.2,0,0,0,1.421,1455.39491,326.2,1.34,230.86064,198.1,0,0,0,0.833,1276680.37,327.2,0.894,241025.6353,461.2,0,0,0,0,0,0,0,0,0,1.48,17852.49435,227.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.471,46.91271,227.1,1.431,162.77245,326.2,0,0,0,0,0,0,1.481,56005.31326,227.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037152968
